scene_id,scene_category,scene_name,lab_environment,camera,lighting,product_hero,product_form_detail,compound_id,compound_name,canonical_url,scene_brief,caption_lock,status,rotation_order,last_used_date
LAB-038,lab_scene,Lab environment 38,narrow instrument canyon between two rows of tall analyzers,dolly-style wide hallway perspective into the lab,"high-key sterile white lighting, minimal shadows",no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-5AM-001,5-Amino-1MQ,https://www.palmbeach-vitality.store/products/5-amino-mq-pen,"FULL LAB SCENE (wide). Environment: narrow instrument canyon between two rows of tall analyzers. Camera: dolly-style wide hallway perspective into the lab. Lighting: high-key sterile white lighting, minimal shadows. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: 5-Amino-1MQ (P-5AM-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about 5-Amino-1MQ (P-5AM-001) and its catalog listing.,Active,38,
LAB-039,lab_scene,Lab environment 39,circular collaboration lab (empty) with ring benches and center island,architectural wide shot showing ceiling utilities and floor plane,low-key dramatic instrument LEDs with controlled haze,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-GLO-001,BPC-157 / TB-500 / GHK-Cu,https://www.palmbeach-vitality.store/products/glow-pen,"FULL LAB SCENE (wide). Environment: circular collaboration lab (empty) with ring benches and center island. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: low-key dramatic instrument LEDs with controlled haze. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: BPC-157 / TB-500 / GHK-Cu (P-GLO-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about BPC-157 / TB-500 / GHK-Cu (P-GLO-001) and its catalog listing.,Active,39,
LAB-040,lab_scene,Lab environment 40,archive / reference standard vault with labeled drawers and cold cases,medium-wide environmental shot with product as a small mid-ground element,daylight through clerestory windows plus fill cards,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-SS3-001,SS-31,https://www.palmbeach-vitality.store/products/ss-31-pen,"FULL LAB SCENE (wide). Environment: archive / reference standard vault with labeled drawers and cold cases. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: daylight through clerestory windows plus fill cards. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: SS-31 (P-SS3-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about SS-31 (P-SS3-001) and its catalog listing.,Active,40,
LAB-041,lab_scene,Lab environment 41,training cleanroom mockup with full gowning anteroom (no people),"wide establishing shot, 24mm equivalent, deep focus",cool cyan-blue biotech rim with soft overhead panels,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-KPV-001,KPV,https://www.palmbeach-vitality.store/products/kpv,"FULL LAB SCENE (wide). Environment: training cleanroom mockup with full gowning anteroom (no people). Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: cool cyan-blue biotech rim with soft overhead panels. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: KPV (P-KPV-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about KPV (P-KPV-001) and its catalog listing.,Active,41,
LAB-042,lab_scene,Lab environment 42,pilot-scale manufacturing cell with skid systems and utility umbilicals,elevated three-quarter wide shot of the whole bay,warm-neutral catalog softboxes with clean speculars,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-SEM-001,Semaglutide,https://www.palmbeach-vitality.store/products/semaglutide-1-5mg-pen,"FULL LAB SCENE (wide). Environment: pilot-scale manufacturing cell with skid systems and utility umbilicals. Camera: elevated three-quarter wide shot of the whole bay. Lighting: warm-neutral catalog softboxes with clean speculars. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: Semaglutide (P-SEM-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Semaglutide (P-SEM-001) and its catalog listing.,Active,42,
LAB-043,lab_scene,Lab environment 43,fluorescence-ready dark lab with UV-safe surfaces and instrument towers,dolly-style wide hallway perspective into the lab,"high-key sterile white lighting, minimal shadows",no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-TIR-001,Tirzepatide,https://www.palmbeach-vitality.store/products/tirzepatide-10mg-pen,"FULL LAB SCENE (wide). Environment: fluorescence-ready dark lab with UV-safe surfaces and instrument towers. Camera: dolly-style wide hallway perspective into the lab. Lighting: high-key sterile white lighting, minimal shadows. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: Tirzepatide (P-TIR-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Tirzepatide (P-TIR-001) and its catalog listing.,Active,43,
LAB-044,lab_scene,Lab environment 44,cross-shaped lab intersection of four research corridors,architectural wide shot showing ceiling utilities and floor plane,low-key dramatic instrument LEDs with controlled haze,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-RET-001,Retatrutide,https://www.palmbeach-vitality.store/products/retatrutride-8mg-pen,"FULL LAB SCENE (wide). Environment: cross-shaped lab intersection of four research corridors. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: low-key dramatic instrument LEDs with controlled haze. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: Retatrutide (P-RET-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Retatrutide (P-RET-001) and its catalog listing.,Active,44,
LAB-045,lab_scene,Lab environment 45,floating island benches in a minimalist white future-lab pavilion,medium-wide environmental shot with product as a small mid-ground element,daylight through clerestory windows plus fill cards,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,V-KLO-001,KPV / BPC-157 / TB-500 / GHK-Cu,https://www.palmbeach-vitality.store/products/klow-kpv-bpc-157-tb-500-ghk,"FULL LAB SCENE (wide). Environment: floating island benches in a minimalist white future-lab pavilion. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: daylight through clerestory windows plus fill cards. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: KPV / BPC-157 / TB-500 / GHK-Cu (V-KLO-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about KPV / BPC-157 / TB-500 / GHK-Cu (V-KLO-001) and its catalog listing.,Active,45,
LAB-046,lab_scene,Lab environment 46,copper-piped steampunk-free modern utility spine through a lab hall,"wide establishing shot, 24mm equivalent, deep focus",cool cyan-blue biotech rim with soft overhead panels,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,V-MOT-001,MOTS-C,https://www.palmbeach-vitality.store/products/mots-c-10mg-5ml-vial,"FULL LAB SCENE (wide). Environment: copper-piped steampunk-free modern utility spine through a lab hall. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: cool cyan-blue biotech rim with soft overhead panels. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: MOTS-C (V-MOT-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about MOTS-C (V-MOT-001) and its catalog listing.,Active,46,
LAB-047,lab_scene,Lab environment 47,aquatica-teal themed sterile suite with ocean-glass partitions,elevated three-quarter wide shot of the whole bay,warm-neutral catalog softboxes with clean speculars,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,V-NAD-001,NAD+,https://www.palmbeach-vitality.store/products/nad-1,"FULL LAB SCENE (wide). Environment: aquatica-teal themed sterile suite with ocean-glass partitions. Camera: elevated three-quarter wide shot of the whole bay. Lighting: warm-neutral catalog softboxes with clean speculars. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: NAD+ (V-NAD-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about NAD+ (V-NAD-001) and its catalog listing.,Active,47,
LAB-048,lab_scene,Lab environment 48,sandstone-and-steel desert research lab with warm hard light,dolly-style wide hallway perspective into the lab,"high-key sterile white lighting, minimal shadows",no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,V-PT1-001,PT-141,https://www.palmbeach-vitality.store/products/pt-141,"FULL LAB SCENE (wide). Environment: sandstone-and-steel desert research lab with warm hard light. Camera: dolly-style wide hallway perspective into the lab. Lighting: high-key sterile white lighting, minimal shadows. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: PT-141 (V-PT1-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about PT-141 (V-PT1-001) and its catalog listing.,Active,48,
LAB-049,lab_scene,Lab environment 49,indigo night lab with magenta instrument accents and deep shadows,architectural wide shot showing ceiling utilities and floor plane,low-key dramatic instrument LEDs with controlled haze,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,V-SEL-001,Selank,https://www.palmbeach-vitality.store/products/selank,"FULL LAB SCENE (wide). Environment: indigo night lab with magenta instrument accents and deep shadows. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: low-key dramatic instrument LEDs with controlled haze. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: Selank (V-SEL-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Selank (V-SEL-001) and its catalog listing.,Active,49,
LAB-050,lab_scene,Lab environment 50,sunrise lab with long window light cutting across empty benches,medium-wide environmental shot with product as a small mid-ground element,daylight through clerestory windows plus fill cards,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,V-SER-001,Sermorelin,https://www.palmbeach-vitality.store/products/sermorelin,"FULL LAB SCENE (wide). Environment: sunrise lab with long window light cutting across empty benches. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: daylight through clerestory windows plus fill cards. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: Sermorelin (V-SER-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Sermorelin (V-SER-001) and its catalog listing.,Active,50,
VIAL-001,vial_10ml_scene,10mL vial scene 01 — KPV / BPC-157 / TB-500 / GHK-Cu,wide sterile ISO cleanroom with HEPA ceiling grid and clean floor lane markings,elevated three-quarter wide shot of the whole bay,"high-key sterile white lighting, minimal shadows","one 10mL sterile injectable-style glass vial of KPV / BPC-157 / TB-500 / GHK-Cu with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-KLO-001,KPV / BPC-157 / TB-500 / GHK-Cu,https://www.palmbeach-vitality.store/products/klow-kpv-bpc-157-tb-500-ghk,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: wide sterile ISO cleanroom with HEPA ceiling grid and clean floor lane markings. Camera: elevated three-quarter wide shot of the whole bay. Lighting: high-key sterile white lighting, minimal shadows. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled KPV / BPC-157 / TB-500 / GHK-Cu (V-KLO-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about KPV / BPC-157 / TB-500 / GHK-Cu 10mL sterile vial (V-KLO-001) and https://www.palmbeach-vitality.store/products/klow-kpv-bpc-157-tb-500-ghk.,Active,51,
VIAL-002,vial_10ml_scene,10mL vial scene 02 — MOTS-C,multi-bay peptide synthesis suite with tall glass reactors and walkways,dolly-style wide hallway perspective into the lab,low-key dramatic instrument LEDs with controlled haze,"one 10mL sterile injectable-style glass vial of MOTS-C with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-MOT-001,MOTS-C,https://www.palmbeach-vitality.store/products/mots-c-10mg-5ml-vial,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: multi-bay peptide synthesis suite with tall glass reactors and walkways. Camera: dolly-style wide hallway perspective into the lab. Lighting: low-key dramatic instrument LEDs with controlled haze. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled MOTS-C (V-MOT-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about MOTS-C 10mL sterile vial (V-MOT-001) and https://www.palmbeach-vitality.store/products/mots-c-10mg-5ml-vial.,Active,52,
VIAL-003,vial_10ml_scene,10mL vial scene 03 — NAD+,analytical chemistry corridor lined with HPLC and LC-MS instrument banks,architectural wide shot showing ceiling utilities and floor plane,daylight through clerestory windows plus fill cards,"one 10mL sterile injectable-style glass vial of NAD+ with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-NAD-001,NAD+,https://www.palmbeach-vitality.store/products/nad-1,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: analytical chemistry corridor lined with HPLC and LC-MS instrument banks. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: daylight through clerestory windows plus fill cards. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled NAD+ (V-NAD-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about NAD+ 10mL sterile vial (V-NAD-001) and https://www.palmbeach-vitality.store/products/nad-1.,Active,53,
VIAL-004,vial_10ml_scene,10mL vial scene 04 — PT-141,cold-chain vault anteroom with stainless freezers and temperature displays,medium-wide environmental shot with product as a small mid-ground element,cool cyan-blue biotech rim with soft overhead panels,"one 10mL sterile injectable-style glass vial of PT-141 with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-PT1-001,PT-141,https://www.palmbeach-vitality.store/products/pt-141,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: cold-chain vault anteroom with stainless freezers and temperature displays. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: cool cyan-blue biotech rim with soft overhead panels. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled PT-141 (V-PT1-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about PT-141 10mL sterile vial (V-PT1-001) and https://www.palmbeach-vitality.store/products/pt-141.,Active,54,
VIAL-005,vial_10ml_scene,10mL vial scene 05 — Selank,formulation suite with laminar flow hoods in a long laboratory hall,"wide establishing shot, 24mm equivalent, deep focus",warm-neutral catalog softboxes with clean speculars,"one 10mL sterile injectable-style glass vial of Selank with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-SEL-001,Selank,https://www.palmbeach-vitality.store/products/selank,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: formulation suite with laminar flow hoods in a long laboratory hall. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: warm-neutral catalog softboxes with clean speculars. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled Selank (V-SEL-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Selank 10mL sterile vial (V-SEL-001) and https://www.palmbeach-vitality.store/products/selank.,Active,55,
VIAL-006,vial_10ml_scene,10mL vial scene 06 — Sermorelin,"quality-control lab with assay benches, vial racks, and instrument glow",elevated three-quarter wide shot of the whole bay,"high-key sterile white lighting, minimal shadows","one 10mL sterile injectable-style glass vial of Sermorelin with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-SER-001,Sermorelin,https://www.palmbeach-vitality.store/products/sermorelin,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: quality-control lab with assay benches, vial racks, and instrument glow. Camera: elevated three-quarter wide shot of the whole bay. Lighting: high-key sterile white lighting, minimal shadows. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled Sermorelin (V-SER-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Sermorelin 10mL sterile vial (V-SER-001) and https://www.palmbeach-vitality.store/products/sermorelin.,Active,56,
VIAL-007,vial_10ml_scene,10mL vial scene 07 — SS-31,prototype engineering bay with peptide synthesizer chassis and cable trays,dolly-style wide hallway perspective into the lab,low-key dramatic instrument LEDs with controlled haze,"one 10mL sterile injectable-style glass vial of SS-31 with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-SS3-001,SS-31,https://www.palmbeach-vitality.store/products/ss-31,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: prototype engineering bay with peptide synthesizer chassis and cable trays. Camera: dolly-style wide hallway perspective into the lab. Lighting: low-key dramatic instrument LEDs with controlled haze. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled SS-31 (V-SS3-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about SS-31 10mL sterile vial (V-SS3-001) and https://www.palmbeach-vitality.store/products/ss-31.,Active,57,
VIAL-008,vial_10ml_scene,10mL vial scene 08 — TB-500,dark-mode futuristic biotech floor with cyan LED path lighting,architectural wide shot showing ceiling utilities and floor plane,daylight through clerestory windows plus fill cards,"one 10mL sterile injectable-style glass vial of TB-500 with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-TB5-001,TB-500,https://www.palmbeach-vitality.store/products/tb-500,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: dark-mode futuristic biotech floor with cyan LED path lighting. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: daylight through clerestory windows plus fill cards. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled TB-500 (V-TB5-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about TB-500 10mL sterile vial (V-TB5-001) and https://www.palmbeach-vitality.store/products/tb-500.,Active,58,
VIAL-009,vial_10ml_scene,10mL vial scene 09 — Tesamorelin,glass-walled observation gallery overlooking a synthesis cleanroom,medium-wide environmental shot with product as a small mid-ground element,cool cyan-blue biotech rim with soft overhead panels,"one 10mL sterile injectable-style glass vial of Tesamorelin with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-TES-001,Tesamorelin,https://www.palmbeach-vitality.store/products/tesamorelin,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: glass-walled observation gallery overlooking a synthesis cleanroom. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: cool cyan-blue biotech rim with soft overhead panels. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled Tesamorelin (V-TES-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Tesamorelin 10mL sterile vial (V-TES-001) and https://www.palmbeach-vitality.store/products/tesamorelin.,Active,59,
VIAL-010,vial_10ml_scene,10mL vial scene 10 — BPC-157,central lab atrium with mezzanine instruments and hanging utility drops,"wide establishing shot, 24mm equivalent, deep focus",warm-neutral catalog softboxes with clean speculars,"one 10mL sterile injectable-style glass vial of BPC-157 with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-BPC-001,BPC-157,https://www.palmbeach-vitality.store/products/bpc-157,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: central lab atrium with mezzanine instruments and hanging utility drops. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: warm-neutral catalog softboxes with clean speculars. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled BPC-157 (V-BPC-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about BPC-157 10mL sterile vial (V-BPC-001) and https://www.palmbeach-vitality.store/products/bpc-157.,Active,60,
