"creation_id","rank","category","material_detail","compound_id","compound_name","canonical_url","caption_lock","shot_family","camera_angle","camera_direction","framing","scene_brief","quality_var_count","quality_suffix","aspect_ratio","duration_seconds","resolution","model_still","model_video","still_resolution","video_prompt","video_motion_prompt","status","times_used","last_used_at","reel_still_url","video_url","surface","lighting","camera_move","color_grade","hero_style","source_id","vibe","theme","workflow"
"LI-328","160","set_environment","","P-WOL-001","BPC-157 / TB-500","https://www.palmbeach-vitality.store/products/wolverine-pen","Captions MUST be only about BPC-157 / TB-500 (P-WOL-001) and https://www.palmbeach-vitality.store/products/wolverine-pen.","environment_landscape","slightly elevated","front","9:16 vertical environmental framing, product mid-ground when present, slightly elevated front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A frosted glass bottle of cellular support on a dark reflective surface under a single sharp beam of light, as a single dramatic water droplet hangs from the bottom, refusing to fall. The environment feels charged, as if responding to the product's presence. Vibe: Dramatic. Theme: Stacks & Synergy. Product lock: BPC-157 / TB-500 (P-WOL-001). Material: research catalog material. Keep a full environmental scene — not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","dramatic","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: BPC-157 / TB-500. Category: set_environment. Source motion intent: A frosted glass bottle of cellular support on a dark reflective surface under a single sharp beam of light, as a single dramatic water droplet hangs from the bottom, refusing to fall. The environment feels charged, as if responding to the product's presence. Hero style: environment-led landscape; BPC-157 / TB-500 locked via typography / subtle mid-ground prop only. Lighting: dramatic keyed light with controlled haze and strong speculars. Grade: high-contrast cinematic grade, deep shadows, specular highlights. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: gentle lateral slide left.","gentle lateral slide left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A frosted glass bottle of cellular support on a dark reflective surface under a single sharp beam of light","dramatic keyed light with controlled haze and strong speculars","gentle lateral slide left","high-contrast cinematic grade, deep shadows, specular highlights","environment-led landscape; BPC-157 / TB-500 locked via typography / subtle mid-ground prop only","328","Dramatic","Stacks & Synergy","vid_gen_landscape_scenes"
"LI-309","161","pen_3ml","3mL pre-filled research dosage pen","P-SER-001","Sermorelin","https://www.palmbeach-vitality.store/products/sermorelin-pen","Captions MUST be only about Sermorelin (P-SER-001) and https://www.palmbeach-vitality.store/products/sermorelin-pen.","pen_landscape","slightly low","front","9:16 vertical product-focused framing, slightly low front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A matte-black peptide pen floating upright in a clear tide pool while tiny fish dart past, with the bottle slowly spinning faster then abruptly stopping in perfect frame. Soft volumetric god-rays cut through the scene. Vibe: Dramatic. Theme: Beach & Ocean. Product lock: Sermorelin (P-SER-001). Material: 3mL pre-filled research dosage pen. Keep a full environmental scene — not an isolated void packshot. PEN SPEC: 3mL pre-filled research dosage pen. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","dramatic","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Sermorelin. Category: pen_3ml. Source motion intent: A matte-black peptide pen floating upright in a clear tide pool while tiny fish dart past, with the bottle slowly spinning faster then abruptly stopping in perfect frame. Soft volumetric god-rays cut through the scene. Hero style: 3mL research dosage pen of Sermorelin mid-ground in environment; no injection act, no people, no needle use. Lighting: dramatic keyed light with controlled haze and strong speculars. Grade: high-contrast cinematic grade, deep shadows, specular highlights. PEN SPEC: 3mL pre-filled research dosage pen. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: hold with breath.","hold with breath; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A matte-black peptide pen floating upright in a clear tide pool while tiny fish dart past","dramatic keyed light with controlled haze and strong speculars","hold with breath","high-contrast cinematic grade, deep shadows, specular highlights","3mL research dosage pen of Sermorelin mid-ground in environment; no injection act, no people, no needle use","309","Dramatic","Beach & Ocean","vid_gen_landscape_scenes"
"LI-336","162","set_environment","","P-5AM-001","5-Amino-1MQ","https://www.palmbeach-vitality.store/products/5-amino-mq-pen","Captions MUST be only about 5-Amino-1MQ (P-5AM-001) and https://www.palmbeach-vitality.store/products/5-amino-mq-pen.","environment_landscape","three-quarter","front","9:16 vertical environmental framing, product mid-ground when present, three-quarter front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A frosted glass bottle of cellular support beside an hourglass where the sand begins flowing upward, with fine gold leaf or particles adhering then releasing in slow motion. Time-lapse growth and repair happens in the periphery only. Vibe: Dramatic. Theme: Energy & Cellular Power. Product lock: 5-Amino-1MQ (P-5AM-001). Material: research catalog material. Keep a full environmental scene — not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","dramatic","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: 5-Amino-1MQ. Category: set_environment. Source motion intent: A frosted glass bottle of cellular support beside an hourglass where the sand begins flowing upward, with fine gold leaf or particles adhering then releasing in slow motion. Time-lapse growth and repair happens in the periphery only. Hero style: environment-led landscape; 5-Amino-1MQ locked via typography / subtle mid-ground prop only. Lighting: dramatic keyed light with controlled haze and strong speculars. Grade: high-contrast cinematic grade, deep shadows, specular highlights. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: gentle lateral slide left.","gentle lateral slide left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A frosted glass bottle of cellular support beside an hourglass where the sand begins flowing upward","dramatic keyed light with controlled haze and strong speculars","gentle lateral slide left","high-contrast cinematic grade, deep shadows, specular highlights","environment-led landscape; 5-Amino-1MQ locked via typography / subtle mid-ground prop only","336","Dramatic","Energy & Cellular Power","vid_gen_landscape_scenes"
"LI-267","163","pen_3ml","3mL pre-filled research dosage pen","P-SMX-001","Semax","https://www.palmbeach-vitality.store/products/semax-pen","Captions MUST be only about Semax (P-SMX-001) and https://www.palmbeach-vitality.store/products/semax-pen.","pen_landscape","over-shoulder product","front","9:16 vertical product-focused framing, over-shoulder product front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A matte-black peptide pen on a circular platform of polished copper that warms with a soft glow, as it 'hides' behind a large leaf that keeps falling away to reveal it again. The environment feels charged, as if responding to the product's presence. Vibe: Funny. Theme: Resilience & Strength. Product lock: Semax (P-SMX-001). Material: 3mL pre-filled research dosage pen. Keep a full environmental scene — not an isolated void packshot. PEN SPEC: 3mL pre-filled research dosage pen. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","funny","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Semax. Category: pen_3ml. Source motion intent: A matte-black peptide pen on a circular platform of polished copper that warms with a soft glow, as it 'hides' behind a large leaf that keeps falling away to reveal it again. The environment feels charged, as if responding to the product's presence. Hero style: 3mL research dosage pen of Semax mid-ground in environment; no injection act, no people, no needle use. Lighting: bright practicals with playful rim accents. Grade: punchy contrast grade, playful light accents without cartoon look. PEN SPEC: 3mL pre-filled research dosage pen. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: gentle lateral slide left.","gentle lateral slide left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A matte-black peptide pen on a circular platform of polished copper that warms with a soft glow","bright practicals with playful rim accents","gentle lateral slide left","punchy contrast grade, playful light accents without cartoon look","3mL research dosage pen of Semax mid-ground in environment; no injection act, no people, no needle use","267","Funny","Resilience & Strength","vid_gen_landscape_scenes"
"LI-335","164","set_environment","","P-GHK-001","GHK-Cu","https://www.palmbeach-vitality.store/products/ghk-cu-pen","Captions MUST be only about GHK-Cu (P-GHK-001) and https://www.palmbeach-vitality.store/products/ghk-cu-pen.","environment_landscape","top-down 3/4","front","9:16 vertical environmental framing, product mid-ground when present, top-down 3/4 front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A frosted glass bottle of cellular support on a tree stump as soft mushrooms appear and grow in time-lapse nearby, while soft chalk dust or powder settles into clean lines around it. Reflections and refractions in the glass create secondary visual interest. Vibe: Funny. Theme: Nature Regeneration. Product lock: GHK-Cu (P-GHK-001). Material: research catalog material. Keep a full environmental scene — not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","funny","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: GHK-Cu. Category: set_environment. Source motion intent: A frosted glass bottle of cellular support on a tree stump as soft mushrooms appear and grow in time-lapse nearby, while soft chalk dust or powder settles into clean lines around it. Reflections and refractions in the glass create secondary visual interest. Hero style: environment-led landscape; GHK-Cu locked via typography / subtle mid-ground prop only. Lighting: bright practicals with playful rim accents. Grade: punchy contrast grade, playful light accents without cartoon look. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: gentle lateral slide left.","gentle lateral slide left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A frosted glass bottle of cellular support on a tree stump as soft mushrooms appear and grow in time-lapse nearby","bright practicals with playful rim accents","gentle lateral slide left","punchy contrast grade, playful light accents without cartoon look","environment-led landscape; GHK-Cu locked via typography / subtle mid-ground prop only","335","Funny","Nature Regeneration","vid_gen_landscape_scenes"
"LI-450","165","pen_3ml","3mL pre-filled research dosage pen","P-SS3-001","SS-31","https://www.palmbeach-vitality.store/products/ss-31-pen","Captions MUST be only about SS-31 (P-SS3-001) and https://www.palmbeach-vitality.store/products/ss-31-pen.","pen_landscape","worm-level product rise","front","9:16 vertical product-focused framing, worm-level product rise front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A matte-black peptide pen in heavy fog that slowly parts only in a perfect circle around it, appearing to crack open like ice, revealing brighter liquid within. Soft volumetric god-rays cut through the scene. Vibe: Cool. Theme: Recovery & Healing. Product lock: SS-31 (P-SS3-001). Material: 3mL pre-filled research dosage pen. Keep a full environmental scene — not an isolated void packshot. PEN SPEC: 3mL pre-filled research dosage pen. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","cool","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: SS-31. Category: pen_3ml. Source motion intent: A matte-black peptide pen in heavy fog that slowly parts only in a perfect circle around it, appearing to crack open like ice, revealing brighter liquid within. Soft volumetric god-rays cut through the scene. Hero style: 3mL research dosage pen of SS-31 mid-ground in environment; no injection act, no people, no needle use. Lighting: cool soft key + clean rim light. Grade: cool teal-silver grade, clean sterile highlights. PEN SPEC: 3mL pre-filled research dosage pen. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: hold with breath.","hold with breath; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A matte-black peptide pen in heavy fog that slowly parts only in a perfect circle around it","cool soft key + clean rim light","hold with breath","cool teal-silver grade, clean sterile highlights","3mL research dosage pen of SS-31 mid-ground in environment; no injection act, no people, no needle use","450","Cool","Recovery & Healing","vid_gen_landscape_scenes"
"LI-345","166","set_environment","","P-GLO-001","BPC-157 / TB-500 / GHK-Cu","https://www.palmbeach-vitality.store/products/glow-pen","Captions MUST be only about BPC-157 / TB-500 / GHK-Cu (P-GLO-001) and https://www.palmbeach-vitality.store/products/glow-pen.","environment_landscape","table-height hero","front","9:16 vertical environmental framing, product mid-ground when present, table-height hero front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A slim silver-capped peptide bottle floating upright in a clear tide pool while tiny fish dart past, with a soft white light pulsing once like a signal. Deep contrast between the sharp product and soft, dreamy background. Vibe: Dramatic. Theme: Beach & Ocean. Product lock: BPC-157 / TB-500 / GHK-Cu (P-GLO-001). Material: research catalog material. Keep a full environmental scene — not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","dramatic","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: BPC-157 / TB-500 / GHK-Cu. Category: set_environment. Source motion intent: A slim silver-capped peptide bottle floating upright in a clear tide pool while tiny fish dart past, with a soft white light pulsing once like a signal. Deep contrast between the sharp product and soft, dreamy background. Hero style: environment-led landscape; BPC-157 / TB-500 / GHK-Cu locked via typography / subtle mid-ground prop only. Lighting: dramatic keyed light with controlled haze and strong speculars. Grade: high-contrast cinematic grade, deep shadows, specular highlights. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: gentle lateral slide left.","gentle lateral slide left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A slim silver-capped peptide bottle floating upright in a clear tide pool while tiny fish dart past","dramatic keyed light with controlled haze and strong speculars","gentle lateral slide left","high-contrast cinematic grade, deep shadows, specular highlights","environment-led landscape; BPC-157 / TB-500 / GHK-Cu locked via typography / subtle mid-ground prop only","345","Dramatic","Beach & Ocean","vid_gen_landscape_scenes"
"LI-314","167","pen_3ml","3mL pre-filled research dosage pen","P-TA1-001","Thymosin Alpha-1","https://www.palmbeach-vitality.store/products/ta-2","Captions MUST be only about Thymosin Alpha-1 (P-TA1-001) and https://www.palmbeach-vitality.store/products/ta-2.","pen_landscape","rim-light side angle","front","9:16 vertical product-focused framing, rim-light side angle front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A matte-black peptide pen beside a melting ice cube that reforms into a perfect clear sphere, as the product casts a shadow that moves independently of the light source. Extreme slow-motion emphasizes every micro-movement of liquid and light. Vibe: Cool. Theme: Recovery & Healing. Product lock: Thymosin Alpha-1 (P-TA1-001). Material: 3mL pre-filled research dosage pen. Keep a full environmental scene — not an isolated void packshot. PEN SPEC: 3mL pre-filled research dosage pen. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","cool","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Thymosin Alpha-1. Category: pen_3ml. Source motion intent: A matte-black peptide pen beside a melting ice cube that reforms into a perfect clear sphere, as the product casts a shadow that moves independently of the light source. Extreme slow-motion emphasizes every micro-movement of liquid and light. Hero style: 3mL research dosage pen of Thymosin Alpha-1 mid-ground in environment; no injection act, no people, no needle use. Lighting: cool soft key + clean rim light. Grade: cool teal-silver grade, clean sterile highlights. PEN SPEC: 3mL pre-filled research dosage pen. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: gentle lateral slide left.","gentle lateral slide left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A matte-black peptide pen beside a melting ice cube that reforms into a perfect clear sphere","cool soft key + clean rim light","gentle lateral slide left","cool teal-silver grade, clean sterile highlights","3mL research dosage pen of Thymosin Alpha-1 mid-ground in environment; no injection act, no people, no needle use","314","Cool","Recovery & Healing","vid_gen_landscape_scenes"
"LI-364","168","set_environment","","P-KPV-001","KPV","https://www.palmbeach-vitality.store/products/kpv","Captions MUST be only about KPV (P-KPV-001) and https://www.palmbeach-vitality.store/products/kpv.","environment_landscape","macro-adjacent mid","front","9:16 vertical environmental framing, product mid-ground when present, macro-adjacent mid front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A frosted glass bottle of cellular support on wet Palm Beach sand as a gentle wave washes over and retreats, while a soft pulse of light travels from bottom to top like a heartbeat. Time-lapse growth and repair happens in the periphery only. Vibe: Cool. Theme: Beach & Ocean. Product lock: KPV (P-KPV-001). Material: research catalog material. Keep a full environmental scene — not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","cool","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: KPV. Category: set_environment. Source motion intent: A frosted glass bottle of cellular support on wet Palm Beach sand as a gentle wave washes over and retreats, while a soft pulse of light travels from bottom to top like a heartbeat. Time-lapse growth and repair happens in the periphery only. Hero style: environment-led landscape; KPV locked via typography / subtle mid-ground prop only. Lighting: cool soft key + clean rim light. Grade: cool teal-silver grade, clean sterile highlights. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: gentle lateral slide left.","gentle lateral slide left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A frosted glass bottle of cellular support on wet Palm Beach sand as a gentle wave washes over and retreats","cool soft key + clean rim light","gentle lateral slide left","cool teal-silver grade, clean sterile highlights","environment-led landscape; KPV locked via typography / subtle mid-ground prop only","364","Cool","Beach & Ocean","vid_gen_landscape_scenes"
"LI-319","169","pen_3ml","3mL pre-filled research dosage pen","P-TEI-001","Tesamorelin/Ipamorelin","https://www.palmbeach-vitality.store/products/tesamorelin-ipamorelin-pen","Captions MUST be only about Tesamorelin/Ipamorelin (P-TEI-001) and https://www.palmbeach-vitality.store/products/tesamorelin-ipamorelin-pen.","pen_landscape","eye-level","front","9:16 vertical product-focused framing, eye-level front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A matte-black peptide pen on a mountaintop rock with distant clouds drifting past, as the liquid inside becomes visibly thinner and more fluid in motion. Reflections and refractions in the glass create secondary visual interest. Vibe: Funny. Theme: Energy & Cellular Power. Product lock: Tesamorelin/Ipamorelin (P-TEI-001). Material: 3mL pre-filled research dosage pen. Keep a full environmental scene — not an isolated void packshot. PEN SPEC: 3mL pre-filled research dosage pen. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","funny","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Tesamorelin/Ipamorelin. Category: pen_3ml. Source motion intent: A matte-black peptide pen on a mountaintop rock with distant clouds drifting past, as the liquid inside becomes visibly thinner and more fluid in motion. Reflections and refractions in the glass create secondary visual interest. Hero style: 3mL research dosage pen of Tesamorelin/Ipamorelin mid-ground in environment; no injection act, no people, no needle use. Lighting: bright practicals with playful rim accents. Grade: punchy contrast grade, playful light accents without cartoon look. PEN SPEC: 3mL pre-filled research dosage pen. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: subtle drift left.","subtle drift left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A matte-black peptide pen on a mountaintop rock with distant clouds drifting past","bright practicals with playful rim accents","subtle drift left","punchy contrast grade, playful light accents without cartoon look","3mL research dosage pen of Tesamorelin/Ipamorelin mid-ground in environment; no injection act, no people, no needle use","319","Funny","Energy & Cellular Power","vid_gen_landscape_scenes"
"LI-376","170","set_environment","","P-RET-001","Retatrutide","https://www.palmbeach-vitality.store/products/retatrutride-8mg-pen","Captions MUST be only about Retatrutide (P-RET-001) and https://www.palmbeach-vitality.store/products/retatrutride-8mg-pen.","environment_landscape","low-angle","front","9:16 vertical environmental framing, product mid-ground when present, low-angle front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A slim silver-capped peptide bottle beside an hourglass where the sand begins flowing upward, as hundreds of tiny light points stream into it from all directions. The scene has a quiet, almost sacred stillness interrupted only by intentional motion. Vibe: Cool. Theme: Beach & Ocean. Product lock: Retatrutide (P-RET-001). Material: research catalog material. Keep a full environmental scene — not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","cool","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Retatrutide. Category: set_environment. Source motion intent: A slim silver-capped peptide bottle beside an hourglass where the sand begins flowing upward, as hundreds of tiny light points stream into it from all directions. The scene has a quiet, almost sacred stillness interrupted only by intentional motion. Hero style: environment-led landscape; Retatrutide locked via typography / subtle mid-ground prop only. Lighting: cool soft key + clean rim light. Grade: cool teal-silver grade, clean sterile highlights. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: gentle lateral slide right.","gentle lateral slide right; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A slim silver-capped peptide bottle beside an hourglass where the sand begins flowing upward","cool soft key + clean rim light","gentle lateral slide right","cool teal-silver grade, clean sterile highlights","environment-led landscape; Retatrutide locked via typography / subtle mid-ground prop only","376","Cool","Beach & Ocean","vid_gen_landscape_scenes"
"LI-315","171","pen_3ml","3mL pre-filled research dosage pen","P-TES-001","Tesamorelin","https://www.palmbeach-vitality.store/products/tesamorelin-30mg-pen","Captions MUST be only about Tesamorelin (P-TES-001) and https://www.palmbeach-vitality.store/products/tesamorelin-30mg-pen.","pen_landscape","high-angle","front","9:16 vertical product-focused framing, high-angle front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A matte-black peptide pen floating just above a still black lake with perfect reflection, while the liquid level inside appears to rise slightly on its own. The environment feels charged, as if responding to the product's presence. Vibe: Fun. Theme: Abstract Cellular. Product lock: Tesamorelin (P-TES-001). Material: 3mL pre-filled research dosage pen. Keep a full environmental scene — not an isolated void packshot. PEN SPEC: 3mL pre-filled research dosage pen. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","fun","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Tesamorelin. Category: pen_3ml. Source motion intent: A matte-black peptide pen floating just above a still black lake with perfect reflection, while the liquid level inside appears to rise slightly on its own. The environment feels charged, as if responding to the product's presence. Hero style: 3mL research dosage pen of Tesamorelin mid-ground in environment; no injection act, no people, no needle use. Lighting: bright soft key, cheerful clean fill. Grade: bright clean grade, vivid but controlled accents. PEN SPEC: 3mL pre-filled research dosage pen. No injection act, no people, no needles in use. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: gentle lateral slide right.","gentle lateral slide right; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A matte-black peptide pen floating just above a still black lake with perfect reflection","bright soft key, cheerful clean fill","gentle lateral slide right","bright clean grade, vivid but controlled accents","3mL research dosage pen of Tesamorelin mid-ground in environment; no injection act, no people, no needle use","315","Fun","Abstract Cellular","vid_gen_landscape_scenes"
"LI-368","172","set_environment","","P-SEM-001","Semaglutide","https://www.palmbeach-vitality.store/products/semaglutide-1-5mg-pen","Captions MUST be only about Semaglutide (P-SEM-001) and https://www.palmbeach-vitality.store/products/semaglutide-1-5mg-pen.","environment_landscape","slightly elevated","front","9:16 vertical environmental framing, product mid-ground when present, slightly elevated front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A slim silver-capped peptide bottle amidst floating dandelion seeds that orbit then settle, as the bottle appears to 'surf' a wave of foam across a dark surface. Time-lapse growth and repair happens in the periphery only. Vibe: Fun. Theme: Abstract Cellular. Product lock: Semaglutide (P-SEM-001). Material: research catalog material. Keep a full environmental scene — not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","fun","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Semaglutide. Category: set_environment. Source motion intent: A slim silver-capped peptide bottle amidst floating dandelion seeds that orbit then settle, as the bottle appears to 'surf' a wave of foam across a dark surface. Time-lapse growth and repair happens in the periphery only. Hero style: environment-led landscape; Semaglutide locked via typography / subtle mid-ground prop only. Lighting: bright soft key, cheerful clean fill. Grade: bright clean grade, vivid but controlled accents. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: gentle lateral slide right.","gentle lateral slide right; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A slim silver-capped peptide bottle amidst floating dandelion seeds that orbit then settle","bright soft key, cheerful clean fill","gentle lateral slide right","bright clean grade, vivid but controlled accents","environment-led landscape; Semaglutide locked via typography / subtle mid-ground prop only","368","Fun","Abstract Cellular","vid_gen_landscape_scenes"
