"creation_id","rank","category","material_detail","compound_id","compound_name","canonical_url","caption_lock","shot_family","camera_angle","camera_direction","framing","scene_brief","quality_var_count","quality_suffix","aspect_ratio","duration_seconds","resolution","model_still","model_video","still_resolution","video_prompt","video_motion_prompt","status","times_used","last_used_at","reel_still_url","video_url","surface","lighting","camera_move","color_grade","hero_style","source_id","vibe","theme","workflow","voice_over","product_description"
"PEP-011","11","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap); Palm Beach Pep mascot form","V-CJC-001","CJC (no DAC)","https://www.palmbeach-vitality.store/products/cjc","Captions MUST be only about CJC (no DAC) (V-CJC-001) and https://www.palmbeach-vitality.store/products/cjc. Include research-use-only framing. No disease, treatment, or human-use claims. No nicknames.","pep_mascot","low-angle","oblique right","9:16 vertical Pep-mascot framing, mid-ground hero, full body, full scene depth","9:16 vertical Pep social clip. Palm Beach Pep trains mid-ground on this unique set: Kettlebell rack aisle in a quiet strength studio with warm wood and iron. Action: athletic stance in a kettlebell aisle, small planted steps, gloves at hips, talking like a coach. Full body visible. Mouth open mid-word. No people. No medical settings. Vibe: Powerful. Theme: Resilience & Strength. Product lock: CJC (no DAC) (V-CJC-001). Keep Pep identical to master. Type on the label is exactly 10ml. HARD FAIL hover, thumbs-up, 10mlz.","1","kettlebell-sport","9:16","30","1080p","grok-imagine-image","fal-omnihuman-v1.5","1k","Animate this 9:16 still. Palm Beach Pep athletic stance in a kettlebell aisle, small planted steps, gloves at hips, talking like a coach. Unique set: Kettlebell rack aisle in a quiet strength studio with warm wood and iron. He talks the whole clip. Camera: low-angle hero, slight push while he steps. Lighting: strong key with defined rim. No humans. No hospitals. No new text. No thumbs-up.","low-angle hero, slight push while he steps; Pep athletic stance in a kettlebell aisle, small planted steps, gloves at hips, talking like a coach; preserve Pep identity; sneakers stay on the set; talking mouth the whole clip; no thumbs-up; no new text; no humans","Active","0","","","","Kettlebell rack aisle in a quiet strength studio with warm wood and iron","strong key with defined rim","low-angle hero, slight push while he steps","moody gym grade, warm metal highlights","Palm Beach Pep (10mL crimp-seal vial mascot) mid-ground featuring CJC (no DAC); never black twist/screw cap; full body; no humans","P20-11","Powerful","Resilience & Strength","vid_gen_palm_beach_pep","Coach mode. I'm Palm Beach Pep, in this rack aisle. CJC with no DAC is a GHRH analog. It asks the pituitary for a growth-hormone pulse, then clears. Studies have shown CJC (no DAC) has been beneficial to growth-hormone pulse and recovery research in recent research studies. Palm Beach Vitality research peptides are backed by a COA with every single order, American made delivering >99% purity 100% of the time. Visit us at palmbeach-vitality.store.","CJC (no DAC) research vial."
"PEP-012","12","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap); Palm Beach Pep mascot form","V-TES-001","Tesamorelin","https://www.palmbeach-vitality.store/products/tesamorelin","Captions MUST be only about Tesamorelin (V-TES-001) and https://www.palmbeach-vitality.store/products/tesamorelin. Include research-use-only framing. No disease, treatment, or human-use claims. No nicknames.","pep_mascot","low-angle","front","9:16 vertical Pep-mascot framing, mid-ground hero, full body, full scene depth","9:16 vertical Pep social clip. Palm Beach Pep hikes mid-ground on this unique set: Red-rock mesa overlook at late afternoon with wide sky and warm sandstone. Action: hiking a red-rock mesa path toward camera, planted sneakers on sandstone, talking. Full body visible. Mouth open mid-word. No people. No medical settings. Vibe: Dramatic. Theme: Desert. Product lock: Tesamorelin (V-TES-001). Keep Pep identical to master. Type on the label is exactly 10ml. HARD FAIL hover, thumbs-up, 10mlz.","1","mesa-hike","9:16","30","1080p","grok-imagine-image","fal-omnihuman-v1.5","1k","Animate this 9:16 still. Palm Beach Pep hiking a red-rock mesa path toward camera, planted sneakers on sandstone, talking. Unique set: Red-rock mesa overlook at late afternoon with wide sky and warm sandstone. He talks the whole clip. Camera: hike-follow, epic wide set, Pep mid-ground. Lighting: warm golden key, soft fill. No humans. No hospitals. No new text. No thumbs-up.","hike-follow, epic wide set, Pep mid-ground; Pep hiking a red-rock mesa path toward camera, planted sneakers on sandstone, talking; preserve Pep identity; sneakers stay on the set; talking mouth the whole clip; no thumbs-up; no new text; no humans","Active","0","","","","Red-rock mesa overlook at late afternoon with wide sky and warm sandstone","warm golden key, soft fill","hike-follow, epic wide set, Pep mid-ground","desert gold grade, long shadows","Palm Beach Pep (10mL crimp-seal vial mascot) mid-ground featuring Tesamorelin; never black twist/screw cap; full body; no humans","P20-12","Dramatic","Desert","vid_gen_palm_beach_pep","Sunset rock. I'm Palm Beach Pep, hiking this mesa. Tesamorelin is a stabilized GHRH analog. It asks the pituitary for GH, then IGF-1. Labs have watched body-composition markers on that path. Studies have shown Tesamorelin has been beneficial to IGF-1 and visceral-fat research in recent research studies. Palm Beach Vitality research peptides are backed by a COA with every single order, American made delivering >99% purity 100% of the time. Visit us at palmbeach-vitality.store.","Tesamorelin research vial."
"PEP-013","13","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap); Palm Beach Pep mascot form","P-KPV-001","KPV","https://www.palmbeach-vitality.store/products/kpv","Captions MUST be only about KPV (P-KPV-001) and https://www.palmbeach-vitality.store/products/kpv. Include research-use-only framing. No disease, treatment, or human-use claims. No nicknames.","pep_mascot","eye-level","slight-left","9:16 vertical Pep-mascot framing, mid-ground hero, full body, full scene depth","9:16 vertical Pep social clip. Palm Beach Pep walks mid-ground on this unique set: Greenhouse aisle with misted glass, hanging ferns, and wet stone under sneakers. Action: walking a misted greenhouse aisle toward camera, ferns hanging, talking. Full body visible. Mouth open mid-word. No people. No medical settings. Vibe: Lush. Theme: Nature Regeneration. Product lock: KPV (P-KPV-001). Keep Pep identical to master. Type on the label is exactly 10ml. HARD FAIL hover, thumbs-up, 10mlz.","1","greenhouse-walk","9:16","30","1080p","grok-imagine-image","fal-omnihuman-v1.5","1k","Animate this 9:16 still. Palm Beach Pep walking a misted greenhouse aisle toward camera, ferns hanging, talking. Unique set: Greenhouse aisle with misted glass, hanging ferns, and wet stone under sneakers. He talks the whole clip. Camera: walk through mist, leaves in foreground. Lighting: lush soft key, gentle rim. No humans. No hospitals. No new text. No thumbs-up.","walk through mist, leaves in foreground; Pep walking a misted greenhouse aisle toward camera, ferns hanging, talking; preserve Pep identity; sneakers stay on the set; talking mouth the whole clip; no thumbs-up; no new text; no humans","Active","0","","","","Greenhouse aisle with misted glass, hanging ferns, and wet stone under sneakers","lush soft key, gentle rim","walk through mist, leaves in foreground","lush green grade, dewy highlights","Palm Beach Pep (10mL crimp-seal vial mascot) mid-ground featuring KPV; never black twist/screw cap; full body; no humans","P20-13","Lush","Nature Regeneration","vid_gen_palm_beach_pep","Misted glass. I'm Palm Beach Pep, walking this aisle. KPV is three amino acids from alpha-MSH. Labs study the calm-inflammation half, not the tanning half. Studies have shown KPV has been beneficial to gut and skin inflammation-pathway research in recent research studies. Palm Beach Vitality research peptides are backed by a COA with every single order, American made delivering >99% purity 100% of the time. Visit us at palmbeach-vitality.store.","KPV research vial."
"PEP-014","14","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap); Palm Beach Pep mascot form","V-NAD-001","NAD+","https://www.palmbeach-vitality.store/products/nad-1","Captions MUST be only about NAD+ (V-NAD-001) and https://www.palmbeach-vitality.store/products/nad-1. Include research-use-only framing. No disease, treatment, or human-use claims. No nicknames.","pep_mascot","slightly elevated","slight-right","9:16 vertical Pep-mascot framing, mid-ground hero, full body, full scene depth","9:16 vertical Pep social clip. Palm Beach Pep pedals mid-ground on this unique set: Spin studio with empty bikes, cool blue wash, and a single lit bike in the mid-ground. Action: pedaling an empty spin bike, sneakers on the pedals, talking to camera, cool blue wash. Full body visible. Mouth open mid-word. No people. No medical settings. Vibe: Cool. Theme: Energy & Cellular Power. Product lock: NAD+ (V-NAD-001). Keep Pep identical to master. Type on the label is exactly 10ml. HARD FAIL hover, thumbs-up, 10mlz.","1","spin-sport","9:16","30","1080p","grok-imagine-image","fal-omnihuman-v1.5","1k","Animate this 9:16 still. Palm Beach Pep pedaling an empty spin bike, sneakers on the pedals, talking to camera, cool blue wash. Unique set: Spin studio with empty bikes, cool blue wash, and a single lit bike in the mid-ground. He talks the whole clip. Camera: slight orbit around the bike, Pep stays mid-ground. Lighting: cool soft key + clean rim light. No humans. No hospitals. No new text. No thumbs-up.","slight orbit around the bike, Pep stays mid-ground; Pep pedaling an empty spin bike, sneakers on the pedals, talking to camera, cool blue wash; preserve Pep identity; sneakers stay on the set; talking mouth the whole clip; no thumbs-up; no new text; no humans","Active","0","","","","Spin studio with empty bikes, cool blue wash, and a single lit bike in the mid-ground","cool soft key + clean rim light","slight orbit around the bike, Pep stays mid-ground","cool energy grade, electric blues","Palm Beach Pep (10mL crimp-seal vial mascot) mid-ground featuring NAD+; never black twist/screw cap; full body; no humans","P20-14","Cool","Energy & Cellular Power","vid_gen_palm_beach_pep","Cadence up. I'm Palm Beach Pep, on this bike. NAD+ is the shuttle cells use to move electrons and make ATP. Battery coin, not caffeine. Studies have shown NAD+ has been beneficial to cellular-energy and mitochondrial research in recent research studies. Palm Beach Vitality research peptides are backed by a COA with every single order, American made delivering >99% purity 100% of the time. Visit us at palmbeach-vitality.store.","NAD+ research vial."
"PEP-015","15","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap); Palm Beach Pep mascot form","V-WOL-001","BPC-157 / TB-500","https://www.palmbeach-vitality.store/products/wolverine-stack","Captions MUST be only about BPC-157 / TB-500 (V-WOL-001) and https://www.palmbeach-vitality.store/products/wolverine-stack. Include research-use-only framing. No disease, treatment, or human-use claims. No nicknames.","pep_mascot","low-angle","front","9:16 vertical Pep-mascot framing, mid-ground hero, full body, full scene depth","9:16 vertical Pep social clip. Palm Beach Pep trains mid-ground on this unique set: Battle-rope lane on outdoor artificial turf with ropes resting on the ground. Action: planted athletic stance on battle-rope turf, small bounce in the knees, talking, gloves at hips. Full body visible. Mouth open mid-word. No people. No medical settings. Vibe: Powerful. Theme: Resilience & Strength. Product lock: BPC-157 / TB-500 (V-WOL-001). Keep Pep identical to master. Type on the label is exactly 10ml. HARD FAIL hover, thumbs-up, 10mlz.","1","ropes-sport","9:16","30","1080p","grok-imagine-image","fal-omnihuman-v1.5","1k","Animate this 9:16 still. Palm Beach Pep planted athletic stance on battle-rope turf, small bounce in the knees, talking, gloves at hips. Unique set: Battle-rope lane on outdoor artificial turf with ropes resting on the ground. He talks the whole clip. Camera: punchy handheld, low-angle, keep full body. Lighting: hard clean key with soft fill. No humans. No hospitals. No new text. No thumbs-up.","punchy handheld, low-angle, keep full body; Pep planted athletic stance on battle-rope turf, small bounce in the knees, talking, gloves at hips; preserve Pep identity; sneakers stay on the set; talking mouth the whole clip; no thumbs-up; no new text; no humans","Active","0","","","","Battle-rope lane on outdoor artificial turf with ropes resting on the ground","hard clean key with soft fill","punchy handheld, low-angle, keep full body","high-contrast athletic grade","Palm Beach Pep (10mL crimp-seal vial mascot) mid-ground featuring BPC-157 / TB-500; never black twist/screw cap; full body; no humans","P20-15","Powerful","Resilience & Strength","vid_gen_palm_beach_pep","Two repair stories. I'm Palm Beach Pep, on this turf. BPC-157 is a local repair signal. TB-500 is studied for helping cells migrate. Neighborhood restore plus a crawl path. Studies have shown BPC-157 and TB-500 has been beneficial to tissue-repair and cell-migration research in recent research studies. Palm Beach Vitality research peptides are backed by a COA with every single order, American made delivering >99% purity 100% of the time. Visit us at palmbeach-vitality.store.","BPC-157 / TB-500 research stack vial."
"PEP-016","16","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap); Palm Beach Pep mascot form","V-GLO-001","BPC-157 / TB-500 / GHK-Cu","https://www.palmbeach-vitality.store/products/glow","Captions MUST be only about BPC-157 / TB-500 / GHK-Cu (V-GLO-001) and https://www.palmbeach-vitality.store/products/glow. Include research-use-only framing. No disease, treatment, or human-use claims. No nicknames.","pep_mascot","eye-level","slight-right","9:16 vertical Pep-mascot framing, mid-ground hero, full body, full scene depth","9:16 vertical Pep social clip. Palm Beach Pep dances mid-ground on this unique set: Lantern-lit evening boardwalk through palms with warm pools of light on the planks. Action: groove-dancing a lantern-lit evening boardwalk through palms, sneakers planted then small steps, talking. Full body visible. Mouth open mid-word. No people. No medical settings. Vibe: Warm. Theme: Stacks & Synergy. Product lock: BPC-157 / TB-500 / GHK-Cu (V-GLO-001). Keep Pep identical to master. Type on the label is exactly 10ml. HARD FAIL hover, thumbs-up, 10mlz.","1","lantern-dance","9:16","30","1080p","grok-imagine-image","fal-omnihuman-v1.5","1k","Animate this 9:16 still. Palm Beach Pep groove-dancing a lantern-lit evening boardwalk through palms, sneakers planted then small steps, talking. Unique set: Lantern-lit evening boardwalk through palms with warm pools of light on the planks. He talks the whole clip. Camera: night-walk groove, lantern bokeh, stay mid-ground. Lighting: warm golden key, soft fill. No humans. No hospitals. No new text. No thumbs-up.","night-walk groove, lantern bokeh, stay mid-ground; Pep groove-dancing a lantern-lit evening boardwalk through palms, sneakers planted then small steps, talking; preserve Pep identity; sneakers stay on the set; talking mouth the whole clip; no thumbs-up; no new text; no humans","Active","0","","","","Lantern-lit evening boardwalk through palms with warm pools of light on the planks","warm golden key, soft fill","night-walk groove, lantern bokeh, stay mid-ground","warm night grade, amber lanterns","Palm Beach Pep (10mL crimp-seal vial mascot) mid-ground featuring BPC-157 / TB-500 / GHK-Cu; never black twist/screw cap; full body; no humans","P20-16","Warm","Stacks & Synergy","vid_gen_palm_beach_pep","Night palms. I'm Palm Beach Pep, dancing this boardwalk. Three jobs. BPC-157 repairs locally. TB-500 helps cells migrate. GHK-Cu is copper for collagen talk. Studies have shown BPC-157, TB-500, and GHK-Cu has been beneficial to repair, migration, and collagen research in recent research studies. Palm Beach Vitality research peptides are backed by a COA with every single order, American made delivering >99% purity 100% of the time. Visit us at palmbeach-vitality.store.","Glow stack research vial."
"PEP-017","17","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap); Palm Beach Pep mascot form","V-MOT-001","MOTS-C","https://www.palmbeach-vitality.store/products/mots-c-10mg-5ml-vial","Captions MUST be only about MOTS-C (V-MOT-001) and https://www.palmbeach-vitality.store/products/mots-c-10mg-5ml-vial. Include research-use-only framing. No disease, treatment, or human-use claims. No nicknames.","pep_mascot","eye-level","front","9:16 vertical Pep-mascot framing, mid-ground hero, full body, full scene depth","9:16 vertical Pep social clip. Palm Beach Pep jogs mid-ground on this unique set: Medicine-ball wall in a functional fitness loft with brick and warm wood. Action: jogging a medicine-ball loft toward camera, sneakers on wood, talking. Full body visible. Mouth open mid-word. No people. No medical settings. Vibe: Powerful. Theme: Energy & Cellular Power. Product lock: MOTS-C (V-MOT-001). Keep Pep identical to master. Type on the label is exactly 10ml. HARD FAIL hover, thumbs-up, 10mlz.","1","loft-jog","9:16","30","1080p","grok-imagine-image","fal-omnihuman-v1.5","1k","Animate this 9:16 still. Palm Beach Pep jogging a medicine-ball loft toward camera, sneakers on wood, talking. Unique set: Medicine-ball wall in a functional fitness loft with brick and warm wood. He talks the whole clip. Camera: jog-in, loft depth, full body. Lighting: warm golden key, soft fill. No humans. No hospitals. No new text. No thumbs-up.","jog-in, loft depth, full body; Pep jogging a medicine-ball loft toward camera, sneakers on wood, talking; preserve Pep identity; sneakers stay on the set; talking mouth the whole clip; no thumbs-up; no new text; no humans","Active","0","","","","Medicine-ball wall in a functional fitness loft with brick and warm wood","warm golden key, soft fill","jog-in, loft depth, full body","loft grade, warm brick","Palm Beach Pep (10mL crimp-seal vial mascot) mid-ground featuring MOTS-C; never black twist/screw cap; full body; no humans","P20-17","Powerful","Energy & Cellular Power","vid_gen_palm_beach_pep","Mito-message. I'm Palm Beach Pep, jogging this loft. MOTS-C is a short peptide written in mitochondrial DNA. Labs study AMPK, the cell's fuel gauge. Exercise-mimetic note, not a stimulant. Studies have shown MOTS-C has been beneficial to AMPK and metabolic-homeostasis research in recent research studies. Palm Beach Vitality research peptides are backed by a COA with every single order, American made delivering >99% purity 100% of the time. Visit us at palmbeach-vitality.store.","MOTS-C research vial."
"PEP-018","18","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap); Palm Beach Pep mascot form","V-CII-001","CJC (no DAC)/Ipamorelin","https://www.palmbeach-vitality.store/products/cjc-ipamorelin","Captions MUST be only about CJC (no DAC)/Ipamorelin (V-CII-001) and https://www.palmbeach-vitality.store/products/cjc-ipamorelin. Include research-use-only framing. No disease, treatment, or human-use claims. No nicknames.","pep_mascot","low-angle","oblique right","9:16 vertical Pep-mascot framing, mid-ground hero, full body, full scene depth","9:16 vertical Pep social clip. Palm Beach Pep pedals mid-ground on this unique set: Assault-bike corner with industrial loft windows and a rubber floor. Action: driving an assault bike, sneakers on the pedals, talking, industrial windows behind. Full body visible. Mouth open mid-word. No people. No medical settings. Vibe: Powerful. Theme: Resilience & Strength. Product lock: CJC (no DAC)/Ipamorelin (V-CII-001). Keep Pep identical to master. Type on the label is exactly 10ml. HARD FAIL hover, thumbs-up, 10mlz.","1","assault-sport","9:16","30","1080p","grok-imagine-image","fal-omnihuman-v1.5","1k","Animate this 9:16 still. Palm Beach Pep driving an assault bike, sneakers on the pedals, talking, industrial windows behind. Unique set: Assault-bike corner with industrial loft windows and a rubber floor. He talks the whole clip. Camera: side 3/4 on the bike, slight push-in. Lighting: strong key with defined rim. No humans. No hospitals. No new text. No thumbs-up.","side 3/4 on the bike, slight push-in; Pep driving an assault bike, sneakers on the pedals, talking, industrial windows behind; preserve Pep identity; sneakers stay on the set; talking mouth the whole clip; no thumbs-up; no new text; no humans","Active","0","","","","Assault-bike corner with industrial loft windows and a rubber floor","strong key with defined rim","side 3/4 on the bike, slight push-in","industrial athletic grade, cool window light","Palm Beach Pep (10mL crimp-seal vial mascot) mid-ground featuring CJC (no DAC)/Ipamorelin; never black twist/screw cap; full body; no humans","P20-18","Powerful","Resilience & Strength","vid_gen_palm_beach_pep","Two knocks. I'm Palm Beach Pep, on this assault bike. CJC asks for a short GH pulse. Ipamorelin knocks ghrelin. Together they shape a natural pulse. Studies have shown CJC (no DAC) and Ipamorelin has been beneficial to combined growth-hormone pulse research in recent research studies. Palm Beach Vitality research peptides are backed by a COA with every single order, American made delivering >99% purity 100% of the time. Visit us at palmbeach-vitality.store.","CJC (no DAC)/Ipamorelin research vial."
"PEP-019","19","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap); Palm Beach Pep mascot form","V-SS3-001","SS-31","https://www.palmbeach-vitality.store/products/ss-31","Captions MUST be only about SS-31 (V-SS3-001) and https://www.palmbeach-vitality.store/products/ss-31. Include research-use-only framing. No disease, treatment, or human-use claims. No nicknames.","pep_mascot","low-angle","front","9:16 vertical Pep-mascot framing, mid-ground hero, full body, full scene depth","9:16 vertical Pep social clip. Palm Beach Pep boxes mid-ground on this unique set: Empty boutique boxing-ring canvas corner with ropes behind and a stool off to the side. Action: planted boxer's shuffle in an empty ring corner, sneakers on canvas, gloves up at chest not thumbs-up, talking. Full body visible. Mouth open mid-word. No people. No medical settings. Vibe: Powerful. Theme: Resilience & Strength. Product lock: SS-31 (V-SS3-001). Keep Pep identical to master. Type on the label is exactly 10ml. HARD FAIL hover, thumbs-up, 10mlz.","1","ring-sport","9:16","30","1080p","grok-imagine-image","fal-omnihuman-v1.5","1k","Animate this 9:16 still. Palm Beach Pep planted boxer's shuffle in an empty ring corner, sneakers on canvas, gloves up at chest not thumbs-up, talking. Unique set: Empty boutique boxing-ring canvas corner with ropes behind and a stool off to the side. He talks the whole clip. Camera: ring-level handheld, shuffle in place, stay mid-ground. Lighting: hard clean key with soft fill. No humans. No hospitals. No new text. No thumbs-up.","ring-level handheld, shuffle in place, stay mid-ground; Pep planted boxer's shuffle in an empty ring corner, sneakers on canvas, gloves up at chest not thumbs-up, talking; preserve Pep identity; sneakers stay on the set; talking mouth the whole clip; no thumbs-up; no new text; no humans","Active","0","","","","Empty boutique boxing-ring canvas corner with ropes behind and a stool off to the side","hard clean key with soft fill","ring-level handheld, shuffle in place, stay mid-ground","punchy gym grade, warm canvas","Palm Beach Pep (10mL crimp-seal vial mascot) mid-ground featuring SS-31; never black twist/screw cap; full body; no humans","P20-19","Powerful","Resilience & Strength","vid_gen_palm_beach_pep","Shuffle, don't freeze. I'm Palm Beach Pep, in this ring. SS-31 parks on cardiolipin in the mitochondrial wall. Labs study cleaner ATP when that membrane stays tidy. A wrench, not caffeine. Studies have shown SS-31 has been beneficial to mitochondrial-membrane and bioenergetics research in recent research studies. Palm Beach Vitality research peptides are backed by a COA with every single order, American made delivering >99% purity 100% of the time. Visit us at palmbeach-vitality.store.","SS-31 research vial."
"PEP-020","20","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap); Palm Beach Pep mascot form","V-SER-001","Sermorelin","https://www.palmbeach-vitality.store/products/sermorelin","Captions MUST be only about Sermorelin (V-SER-001) and https://www.palmbeach-vitality.store/products/sermorelin. Include research-use-only framing. No disease, treatment, or human-use claims. No nicknames.","pep_mascot","eye-level","front","9:16 vertical Pep-mascot framing, mid-ground hero, full body, full scene depth","9:16 vertical Pep social clip. Palm Beach Pep jogs mid-ground on this unique set: Quiet lakeside wooden dock with clear water reflections and morning mist. Action: jogging a lakeside wooden dock toward camera, sneakers on wet boards, talking. Full body visible. Mouth open mid-word. No people. No medical settings. Vibe: Fresh. Theme: Lakes & Water. Product lock: Sermorelin (V-SER-001). Keep Pep identical to master. Type on the label is exactly 10ml. HARD FAIL hover, thumbs-up, 10mlz.","1","dock-jog","9:16","30","1080p","grok-imagine-image","fal-omnihuman-v1.5","1k","Animate this 9:16 still. Palm Beach Pep jogging a lakeside wooden dock toward camera, sneakers on wet boards, talking. Unique set: Quiet lakeside wooden dock with clear water reflections and morning mist. He talks the whole clip. Camera: dock jog toward camera, water bokeh. Lighting: airy soft key, gentle rim. No humans. No hospitals. No new text. No thumbs-up.","dock jog toward camera, water bokeh; Pep jogging a lakeside wooden dock toward camera, sneakers on wet boards, talking; preserve Pep identity; sneakers stay on the set; talking mouth the whole clip; no thumbs-up; no new text; no humans","Active","0","","","","Quiet lakeside wooden dock with clear water reflections and morning mist","airy soft key, gentle rim","dock jog toward camera, water bokeh","misty water grade, cool silvers","Palm Beach Pep (10mL crimp-seal vial mascot) mid-ground featuring Sermorelin; never black twist/screw cap; full body; no humans","P20-20","Fresh","Lakes & Water","vid_gen_palm_beach_pep","Dock boards. I'm Palm Beach Pep, jogging this lake. Sermorelin is the first twenty-nine amino acids of GHRH. It asks the pituitary for a GH pulse, then clears. Not injecting GH. Studies have shown Sermorelin has been beneficial to pituitary growth-hormone pulse research in recent research studies. Palm Beach Vitality research peptides are backed by a COA with every single order, American made delivering >99% purity 100% of the time. Visit us at palmbeach-vitality.store.","Sermorelin research vial."
